Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
GDP (current US$),NY.GDP.MKTP.CD,Europe & Central Asia (excluding high income),ECA,358223680903.313,390704738797.439,1731766323586.51,1509288407449.5,1448928141199.81,1494523919239.57,1468176944855.79,1498314054530.37,1437142037120.74,1670340541088.6,1817978495944.86,2129704371516.14
GDP (current US$),NY.GDP.MKTP.CD,Europe & Central Asia (IDA & IBRD countries),TEC,1024758090446.8,895734227991.983,4649634327324.24,3632527035829.26,3490883944149.38,3922723280455.31,4091548485168.69,4175889218401.02,3916846154218.45,4642906015416.13,5237811052696.8,5497903850286.88
GDP (current US$),NY.GDP.MKTP.CD,European Union,EUU,6505585894983.6,7288425137833.71,15764812909324.1,13655089869785.3,13990270946691.6,14870065692850.4,16091487781135.5,15808398315797,15504700009593,17496551469916.3,16995332000257.8,18590720056635.3
GDP (current US$),NY.GDP.MKTP.CD,Fragile and conflict affected situations,FCS,547420521771.171,468035912008.33,2052980592421.38,1616325901440.2,1489694054525.15,1588837232239.02,1734689832167.02,1842632114099.19,1675406927630.4,1786326958459.63,1964841634349.73,1937937125126.32
GDP (current US$),NY.GDP.MKTP.CD,Heavily indebted poor countries (HIPC),HPC,166146287281.021,181381054438.024,696365651505.557,668868898578.296,675915287466.174,726226122250.308,776506227119.833,805115217775.604,813139899187.275,905796942446.21,983601535350.123,1129946910802.31
GDP (current US$),NY.GDP.MKTP.CD,High income,HIC,19577060915733,28051786134447,53424933265987.3,49875503824324.9,50840864613079.3,53443174098147.7,56793957781697.4,57351008372783,55946257620086.9,62737887026890,64961263426035.5,68276492853979.9
GDP (current US$),NY.GDP.MKTP.CD,IBRD only,IBD,3719671037688.34,5873152773879.72,27596836842386.5,25841079101004.8,26032663404168.6,28752304968945.4,30653934094282.1,31298751631398.9,30114868724300.2,35763964842420.9,37711987599830.9,38789302232983.5
GDP (current US$),NY.GDP.MKTP.CD,IDA & IBRD total,IBT,4098198620349.73,6391423006086.92,29817424804408.4,28002742765817.7,28185625931332.7,31021018298163.5,33059072280457.1,33801024892359.5,32566020356731.5,38431269006646.3,40596809224874.1,41669008262158.8
GDP (current US$),NY.GDP.MKTP.CD,IDA blend,IDB,148219580589.031,227751012596.487,1115645612713.81,1058990581097.27,987290516597.472,1012161782023.07,1066719614873.96,1092770923537.26,1024076691136.99,1114246944908.41,1208339576445.76,1068437562493.42
GDP (current US$),NY.GDP.MKTP.CD,IDA only,IDX,232316192604.143,291563016615.709,1104942349308.09,1101364851760.27,1164586861090.4,1256380740527.56,1338364722234.58,1409009216106.54,1426190711693.48,1554300772461.72,1677113352089.33,1814046621127.36
GDP (current US$),NY.GDP.MKTP.CD,IDA total,IDA,379306304039.89,518692130946.017,2220587962021.9,2160355432857.54,2151877377687.87,2268542522550.63,2405084337108.54,2501780139643.8,2450267402830.47,2668547717370.14,2885452928535.1,2880514996348.02
GDP (current US$),NY.GDP.MKTP.CD,Late-demographic dividend,LTE,2045122711297.06,3414598526583.51,19788146929460.2,18565287346572.2,18605453840467.4,20647673102305.8,22641256363718.2,23070237789791.1,22553187301005.7,26910414198858.4,28079439418908.5,28348483457826.9
GDP (current US$),NY.GDP.MKTP.CD,Latin America & Caribbean,LCN,1182930524066.3,2326949294888.47,6485373197518.46,5420625373878.58,5285772978074.74,5869256493740.25,5743189791995.49,5659312361702.86,4805510770575.42,5581050600056.69,6344871239270.21,7100142198622.08
GDP (current US$),NY.GDP.MKTP.CD,Latin America & Caribbean (excluding high income),LAC,1037523427942.48,2001500299076.34,5457302168714.06,4634562623756.21,4496975105252.45,5012882938385.35,4870399736155.19,4803447002170.21,4047055896231.79,4693445308215.29,5393055179435.18,6057469575864.84
GDP (current US$),NY.GDP.MKTP.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,1114528208752.83,2214459641327.38,6273011910093.31,5197174644055.66,5056165834541.36,5634727349358.65,5506624568680.82,5413333286802.23,4561922258737.73,5313451270078.42,6049066571917.19,6779682191342.68
GDP (current US$),NY.GDP.MKTP.CD,Least developed countries: UN classification,LDC,192395342995.943,224233567061.664,966978332799.04,928550888249.754,944491633292.867,1033695604881.9,1100880284264.85,1161861647680.34,1172746068478.78,1280236397797.18,1436387716073.31,1516988544645.35
GDP (current US$),NY.GDP.MKTP.CD,Low & middle income,LMY,3356800445065.41,5680763266228.64,26112983016936.2,25336686257692.4,25597069953897.6,27987406037838.3,29791620278516.9,30495388425380.4,29521428086822.8,34778125922181.4,36465232446694.9,37533765909928
GDP (current US$),NY.GDP.MKTP.CD,Low income,LIC,131926909744.352,123884077543.315,424194789310.296,417756953873.849,385206512173.903,403454290228.211,420211435774.79,447114593744.199,442702142538.409,474823152496.384,547199942824.131,663529162731.73
GDP (current US$),NY.GDP.MKTP.CD,Lower middle income,LMC,739096952809.717,1185565463800.71,5095594685380.32,5089665684079.03,5304010748630.26,5741380409466.09,5994118980886.44,6298712117939.3,6102312002456.38,6911861585177.34,7371395678679.62,7439509140290.38
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa,MEA,794199685774.896,995464425139.515,3630927628679.66,3202944332228.42,3236195108878.52,3375978495033.31,3608662545371.1,3598454815841.46,3207935509914.13,3807870128264.03,4475708600082.35,4320566779119.19
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa (excluding high income),MNA,518825156518.85,474549193839.263,1627891415604.2,1461561543238.17,1497802787590.82,1499230386761.12,1490670888640.86,1480176106051.1,1328872852321.83,1552753180082.25,1741921040109.65,1671174615296.29
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa (IDA & IBRD countries),TMN,514026803780.2,470235593839.263,1613901715604.2,1447589143238.17,1482397387590.82,1483102386761.12,1474394288640.86,1463042606051.1,1313341152321.83,1534644180082.25,1722755540109.65,1653767249808.37
GDP (current US$),NY.GDP.MKTP.CD,Middle income,MIC,3231689566783.76,5558375094721.75,25689911901559.8,24920281496336.6,25211666179811.9,27582983999112,29369986143573,30047537869971.5,29078432184056.7,34301140512398.2,35917683987563.7,36878123654872.8
GDP (current US$),NY.GDP.MKTP.CD,North America,NAC,6560811991360.99,10999205634931.6,19420301866439.9,19858182357217.1,20339807652907.4,21268509960244.1,22389071169783,23291130648672.5,23016676877000.2,25695929788464.2,28176204349422,29871321614401.4
GDP (current US$),NY.GDP.MKTP.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,OECD members,OED,18842951847841,27681866522254.6,50499381482768,47636457096446.7,48559828241457.3,50712039895145.1,53631765536033.4,54179480252802.3,53000805354035.6,59169601457959.2,60691333186116.5,64746562052056.7
GDP (current US$),NY.GDP.MKTP.CD,Other small states,OSS,36474622945.559,56448952736.3431,169820928102.057,153632608575.652,161593008996.136,180001729452.633,197102680977.388,198507093590.896,181482110538.085,212298327078.213,228425738381.928,241086470734.391
GDP (current US$),NY.GDP.MKTP.CD,Pacific island small states,PSS,2385132399.14983,3448150246.84802,9288783801.35976,9074649391.96106,9525520080.33572,10283468243.8642,10792829234.1568,10712120523.0197,9516738321.20753,9552334875.22912,10339409999.0409,11150695760.1484
GDP (current US$),NY.GDP.MKTP.CD,Post-demographic dividend,PST,18443052180870.9,26410348658112.3,47311356272211.7,44758282965210.2,45784246912395.9,47755722593425.5,50598120095740.8,51134888557957.7,50140842033868,55828871385191,57066750903167.4,60485245420468.7
GDP (current US$),NY.GDP.MKTP.CD,Pre-demographic dividend,PRE,396642866678.39,282737138649.387,1537557538527.65,1307394890871.02,1164559628316.47,1216069300642.79,1355249022128.48,1428927764664.17,1311363780282.47,1439355516489.74,1647527579588.04,1566942319113.72
GDP (current US$),NY.GDP.MKTP.CD,Small states,SST,47317168944.0659,77368613841.6817,213239256667.684,197793250964.946,205051950301.873,225723317837.563,244622967831.528,247266169547.517,222762059252.071,258942107761.124,287505638394.077,305546743662.392
GDP (current US$),NY.GDP.MKTP.CD,South Asia,SAS,406963354249.841,647681666329.099,2614947275467.62,2733651859001.15,3011071812937.53,3433921311742.89,3534066859804.7,3658209765835.5,3493120726808.9,4079874340683.1,4327392880815.64,4494987381110.1
GDP (current US$),NY.GDP.MKTP.CD,South Asia (IDA & IBRD),TSA,406963354249.841,647681666329.099,2614947275467.62,2733651859001.15,3011071812937.53,3433921311742.89,3534066859804.7,3658209765835.5,3493120726808.9,4079874340683.1,4327392880815.64,4494987381110.1
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa,SSF,379311825675.495,428340828932.008,1876123974059.89,1670044721688.17,1523303785527.21,1660848124029.88,1782800988574.01,1836204944040.04,1723193433652.91,1935057601074.18,2075397087141.81,2044578421949.78
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa (excluding high income),SSA,378918407182.619,427682851353.883,1874736396189.81,1668612318336.04,1521735272179.07,1659172753388.87,1781016674647.24,1834336253943.3,1721810881901.34,1933570427279.37,2073339118621.98,2042436971778.64
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,379311825675.495,428340828932.008,1876123974059.89,1670044721688.17,1523303785527.21,1660848124029.88,1782800988574.01,1836204944040.04,1723193433652.91,1935057601074.18,2075397087141.81,2044578421949.78
GDP (current US$),NY.GDP.MKTP.CD,Upper middle income,UMC,2492583798305.06,4372777700546.36,20594317216179.5,19830615812257.5,19907655431181.7,21841603589645.9,23375867162686.5,23748825752032.2,22976120181600.3,27390623700501,28547068404946.9,29440021018933.5
GDP (current US$),NY.GDP.MKTP.CD,World,WLD,22987402273855.3,33855853033266.6,80020337644636.2,75472473882835.1,76702553625899.1,81712043350515.4,86884839554431.5,88149850742945.9,85763013427792.9,97848299706454.8,101770911729948,106171667873321
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 12/16/2024,,,,,,,,,,,,,,,
